fire_id,cell_id,lat,lon,tree_cover,tree_cover_annual,burn_severity_dnbr,slope_deg,elevation_m,road_distance_km,ndvi_before,ndvi_after,ndvi_drop,severity_class,land_cover,prediction_status,recovery_gap_pred,priority_score,priority_class
MAR_2024_01,MAR_2024_01_000084,40.3412,26.28326,0.42727253,0.47705224,0.13112727,7.127296,109.9029,0.87785155,0.2632296,0.2830137,-0.019784093,dusuk,Otlak/calilik,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000105,40.34157,26.34507,0.0,0.0,0.20890526,2.7129593,41.685806,0.60866904,0.21553302,0.13156374,0.08396928,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000106,40.34159,26.34802,0.0,0.0,0.23945552,2.832612,39.526524,0.37117076,0.28775746,0.10436744,0.18339002,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000107,40.3416,26.35096,0.13234295,0.0,0.18191774,3.2790499,37.04133,0.12707128,0.25708753,0.13831404,0.11877349,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000114,40.34172,26.37156,0.059875984,0.012031552,0.1036266,4.5152454,43.575935,0.4952886,0.21699518,0.1994715,0.017523676,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000115,40.34173,26.37451,0.0,0.019665305,0.17916468,3.7595055,40.776936,0.7365678,0.36757845,0.23252586,0.13505259,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000116,40.34175,26.37745,0.0,0.00050214987,0.28882495,2.7781188,38.494354,0.9822186,0.372367,0.12767512,0.24469188,orta-dusuk,Tarim,predicted,0.1754,0.1543,DUSUK
MAR_2024_01,MAR_2024_01_000117,40.34176,26.38039,0.0,0.0,0.2911891,2.708311,39.02815,1.2296238,0.3607329,0.12156184,0.23917107,orta-dusuk,Tarim,predicted,0.1734,0.1191,DUSUK
MAR_2024_01,MAR_2024_01_000118,40.34178,26.38334,0.0,0.0,0.30413434,2.6624103,39.810505,1.4779025,0.369621,0.117158905,0.2524621,orta-dusuk,Tarim,predicted,0.198,0.1272,DUSUK
MAR_2024_01,MAR_2024_01_000119,40.3418,26.38628,0.0,0.0,0.250663,2.6023097,41.05709,1.7028463,0.2760191,0.1109273,0.1650918,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000120,40.34181,26.38922,0.0,0.0,0.29023644,2.389241,42.775673,1.4806356,0.33183658,0.11650783,0.21532875,orta-dusuk,Tarim,predicted,0.2009,0.1276,DUSUK
MAR_2024_01,MAR_2024_01_000121,40.34183,26.39217,0.0,0.0,0.25810504,2.2268565,44.185516,1.2688098,0.24803779,0.15198717,0.09605062,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000123,40.34186,26.39805,0.0,0.0,0.28238398,3.8088129,45.95005,0.9055778,0.25985417,0.1054072,0.15444696,orta-dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000129,40.34195,26.41571,0.3695052,0.0,0.11225668,2.2632916,64.90996,0.3907413,0.22533572,0.17686525,0.048470467,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000170,40.3393,26.34215,0.0,0.0,0.23330897,0.9540355,46.35686,0.67590505,0.28928956,0.10409239,0.18519717,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000171,40.33932,26.3451,0.0,0.0,0.26361126,0.7830868,43.266335,0.4464688,0.32309163,0.09515119,0.22794044,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000172,40.33933,26.34804,0.0,0.0,0.27335048,0.6012025,40.581226,0.25849783,0.33794433,0.07957958,0.25836474,orta-dusuk,Tarim,predicted,0.1595,0.187,DUSUK
MAR_2024_01,MAR_2024_01_000173,40.33935,26.35098,0.0,0.0,0.26121092,0.7286508,37.93527,0.2435321,0.33285534,0.09505493,0.23780042,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000174,40.33937,26.35392,0.0,0.0,0.21576083,0.45733353,35.10535,0.32449538,0.27675164,0.13495511,0.14179653,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000178,40.33943,26.3657,0.0,0.0,0.2021928,0.5238608,36.027695,0.0970308,0.20505622,0.15343246,0.05162376,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000179,40.33945,26.36864,0.0,0.0,0.2310718,0.2791527,36.316616,0.2379838,0.22346659,0.15983008,0.06363651,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000180,40.33946,26.37158,0.0,0.0,0.23856604,0.25304604,36.86067,0.47839063,0.29568523,0.17032655,0.12535869,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000181,40.33948,26.37453,0.0,0.0,0.29380417,0.20714283,37.305656,0.72531295,0.34673882,0.10657726,0.24016155,orta-dusuk,Tarim,predicted,0.1578,0.1201,DUSUK
MAR_2024_01,MAR_2024_01_000182,40.3395,26.37747,0.0,0.0,0.32872626,0.23373614,38.130775,0.9738071,0.37963712,0.09335858,0.28627855,orta-dusuk,Tarim,predicted,0.1798,0.125,DUSUK
MAR_2024_01,MAR_2024_01_000183,40.33951,26.38041,0.0,0.0,0.30325165,0.27666444,39.11089,1.2229152,0.36234975,0.11784167,0.24450809,orta-dusuk,Tarim,predicted,0.1685,0.0762,DUSUK
MAR_2024_01,MAR_2024_01_000184,40.33953,26.38336,0.0,0.0,0.25650552,0.31516033,40.21406,1.4723257,0.26773393,0.13399638,0.13373755,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000189,40.3396,26.39807,0.0,0.0,0.23885556,0.19074166,45.431927,1.1162987,0.2287567,0.11680474,0.111951955,dusuk,Tarim,low_severity,,0.0,DUSUK
MAR_2024_01,MAR_2024_01_000190,40.33962,26.40102,0.0,0.0,0.21710017,0.22198471,46.186333,0.8878631,0.25920716,0.13110961,0.12809755,dusuk,Tarim,low_severity,,0.0,DUSUK
